RS,BA,OBP,SLG,Year,Team,League,RA,OOBP,OSLG,W,G,Playoffs,RankSeason,RankPlayoffs
710,0.256,0.334,0.393,1978,CIN,NL,688,,,92,161,0,,
639,0.261,0.323,0.379,1978,CLE,AL,694,,,69,159,0,,
714,0.271,0.339,0.392,1978,DET,AL,653,,,86,162,0,,
605,0.258,0.313,0.355,1978,HOU,NL,634,,,74,162,0,,
743,0.268,0.329,0.399,1978,KCR,AL,634,,,92,162,1,3.0,3.0
727,0.264,0.338,0.402,1978,LAD,NL,573,,,95,162,1,2.0,2.0
804,0.276,0.339,0.432,1978,MIL,AL,650,,,93,162,0,,
666,0.267,0.339,0.375,1978,MIN,AL,678,,,73,162,0,,
633,0.254,0.306,0.379,1978,MON,NL,611,,,76,162,0,,
607,0.245,0.314,0.352,1978,NYM,NL,690,,,66,162,0,,
735,0.267,0.329,0.388,1978,NYY,AL,582,,,100,163,1,1.0,1.0
532,0.245,0.303,0.351,1978,OAK,AL,690,,,69,162,0,,
708,0.258,0.328,0.388,1978,PHI,NL,586,,,90,162,1,4.0,3.0
684,0.257,0.32,0.385,1978,PIT,NL,637,,,88,161,0,,
591,0.252,0.321,0.348,1978,SDP,NL,598,,,84,162,0,,
614,0.248,0.314,0.359,1978,SEA,AL,834,,,56,160,0,,
613,0.248,0.318,0.374,1978,SFG,NL,594,,,89,162,0,,
600,0.249,0.303,0.358,1978,STL,NL,657,,,69,162,0,,
692,0.253,0.332,0.381,1978,TEX,AL,632,,,87,162,0,,
590,0.25,0.308,0.359,1978,TOR,AL,775,,,59,161,0,,
678,0.254,0.32,0.376,1977,ATL,NL,895,,,61,162,0,,
719,0.261,0.329,0.393,1977,BAL,AL,653,,,97,161,0,,
859,0.281,0.345,0.465,1977,BOS,AL,712,,,97,161,0,,
675,0.255,0.324,0.386,1977,CAL,AL,695,,,74,162,0,,
692,0.266,0.33,0.387,1977,CHC,NL,739,,,81,162,0,,
844,0.278,0.344,0.444,1977,CHW,AL,771,,,90,162,0,,
802,0.274,0.345,0.436,1977,CIN,NL,725,,,88,162,0,,
676,0.269,0.334,0.38,1977,CLE,AL,739,,,71,161,0,,
714,0.264,0.318,0.41,1977,DET,AL,751,,,74,162,0,,
680,0.254,0.32,0.385,1977,HOU,NL,650,,,81,162,0,,
822,0.277,0.34,0.436,1977,KCR,AL,651,,,102,162,1,1.0,3.0
769,0.266,0.336,0.418,1977,LAD,NL,582,,,98,162,1,4.0,2.0
639,0.258,0.314,0.389,1977,MIL,AL,765,,,67,162,0,,
867,0.282,0.348,0.417,1977,MIN,AL,776,,,84,161,0,,
665,0.26,0.318,0.402,1977,MON,NL,736,,,75,162,0,,
587,0.244,0.313,0.346,1977,NYM,NL,663,,,64,162,0,,
831,0.281,0.344,0.444,1977,NYY,AL,651,,,100,162,1,3.0,1.0
605,0.24,0.308,0.352,1977,OAK,AL,749,,,63,161,0,,
847,0.279,0.346,0.448,1977,PHI,NL,668,,,101,162,1,2.0,3.0
734,0.274,0.331,0.413,1977,PIT,NL,665,,,96,162,0,,
692,0.249,0.324,0.375,1977,SDP,NL,834,,,69,162,0,,
624,0.256,0.312,0.381,1977,SEA,AL,855,,,64,162,0,,
673,0.253,0.323,0.383,1977,SFG,NL,711,,,75,162,0,,
737,0.27,0.33,0.388,1977,STL,NL,688,,,83,162,0,,
767,0.27,0.342,0.405,1977,TEX,AL,657,,,94,162,0,,
605,0.252,0.316,0.365,1977,TOR,AL,822,,,54,161,0,,
620,0.245,0.32,0.334,1976,ATL,NL,700,,,70,162,0,,
619,0.243,0.31,0.358,1976,BAL,AL,598,,,88,162,0,,
716,0.263,0.324,0.402,1976,BOS,AL,660,,,83,162,0,,
550,0.235,0.306,0.318,1976,CAL,AL,631,,,76,162,0,,
611,0.251,0.313,0.356,1976,CHC,NL,728,,,75,162,0,,
586,0.255,0.314,0.349,1976,CHW,AL,745,,,64,161,0,,
857,0.28,0.357,0.424,1976,CIN,NL,633,,,102,162,1,1.0,1.0
615,0.263,0.321,0.359,1976,CLE,AL,615,,,81,159,0,,
609,0.257,0.315,0.365,1976,DET,AL,709,,,74,161,0,,
625,0.256,0.322,0.347,1976,HOU,NL,657,,,80,162,0,,
713,0.269,0.327,0.371,1976,KCR,AL,611,,,90,162,1,4.0,3.0
608,0.251,0.313,0.349,1976,LAD,NL,543,,,92,162,0,,
570,0.246,0.311,0.34,1976,MIL,AL,655,,,66,161,0,,
743,0.274,0.341,0.375,1976,MIN,AL,704,,,85,162,0,,
531,0.235,0.291,0.34,1976,MON,NL,734,,,55,162,0,,
615,0.246,0.319,0.352,1976,NYM,NL,538,,,86,162,0,,
730,0.269,0.328,0.389,1976,NYY,AL,575,,,97,159,1,3.0,2.0
686,0.246,0.323,0.361,1976,OAK,AL,598,,,87,161,0,,
770,0.272,0.338,0.395,1976,PHI,NL,557,,,101,162,1,2.0,3.0
708,0.267,0.321,0.391,1976,PIT,NL,630,,,92,162,0,,
570,0.247,0.31,0.337,1976,SDP,NL,662,,,73,162,0,,
595,0.246,0.312,0.345,1976,SFG,NL,686,,,74,162,0,,
629,0.26,0.323,0.359,1976,STL,NL,671,,,72,162,0,,
616,0.25,0.321,0.341,1976,TEX,AL,652,,,76,162,0,,
583,0.244,0.313,0.346,1975,ATL,NL,739,,,67,161,0,,
682,0.252,0.326,0.373,1975,BAL,AL,553,,,90,159,0,,
796,0.275,0.344,0.417,1975,BOS,AL,709,,,95,160,1,3.0,2.0
628,0.246,0.322,0.328,1975,CAL,AL,723,,,72,161,0,,
712,0.259,0.338,0.368,1975,CHC,NL,827,,,75,162,0,,
655,0.255,0.331,0.358,1975,CHW,AL,703,,,75,161,0,,
840,0.271,0.353,0.401,1975,CIN,NL,586,,,108,162,1,1.0,1.0
688,0.261,0.327,0.392,1975,CLE,AL,703,,,79,159,0,,
570,0.249,0.301,0.366,1975,DET,AL,786,,,57,159,0,,
664,0.254,0.32,0.359,1975,HOU,NL,711,,,64,162,0,,
710,0.261,0.333,0.394,1975,KCR,AL,649,,,91,162,0,,
648,0.248,0.325,0.365,1975,LAD,NL,534,,,88,162,0,,
675,0.25,0.32,0.389,1975,MIL,AL,792,,,68,162,0,,
724,0.271,0.341,0.386,1975,MIN,AL,736,,,76,159,0,,
601,0.244,0.317,0.348,1975,MON,NL,690,,,75,162,0,,
646,0.256,0.319,0.361,1975,NYM,NL,625,,,82,162,0,,
681,0.264,0.325,0.382,1975,NYY,AL,588,,,83,160,0,,
758,0.254,0.333,0.391,1975,OAK,AL,606,,,98,162,1,2.0,3.0
735,0.269,0.342,0.402,1975,PHI,NL,694,,,86,162,0,,
712,0.263,0.323,0.402,1975,PIT,NL,565,,,92,161,1,4.0,3.0
552,0.244,0.31,0.335,1975,SDP,NL,683,,,71,162,0,,
659,0.259,0.333,0.365,1975,SFG,NL,671,,,80,161,0,,
662,0.273,0.327,0.375,1975,STL,NL,689,,,82,163,0,,
714,0.256,0.33,0.371,1975,TEX,AL,733,,,79,162,0,,
661,0.249,0.319,0.363,1974,ATL,NL,563,,,88,163,0,,
659,0.256,0.322,0.37,1974,BAL,AL,612,,,91,162,1,2.0,3.0
696,0.264,0.333,0.377,1974,BOS,AL,661,,,84,162,0,,
618,0.254,0.321,0.356,1974,CAL,AL,657,,,68,163,0,,
669,0.251,0.327,0.365,1974,CHC,NL,826,,,66,162,0,,
684,0.268,0.33,0.389,1974,CHW,AL,721,,,80,163,0,,
776,0.26,0.343,0.394,1974,CIN,NL,631,,,98,163,0,,
662,0.255,0.311,0.37,1974,CLE,AL,694,,,77,162,0,,
620,0.247,0.303,0.366,1974,DET,AL,768,,,72,162,0,,
653,0.263,0.322,0.378,1974,HOU,NL,632,,,81,162,0,,
667,0.259,0.327,0.364,1974,KCR,AL,662,,,77,162,0,,
798,0.272,0.342,0.401,1974,LAD,NL,561,,,102,162,1,1.0,2.0
647,0.244,0.309,0.369,1974,MIL,AL,660,,,76,162,0,,
673,0.272,0.336,0.378,1974,MIN,AL,669,,,82,163,0,,
662,0.254,0.335,0.35,1974,MON,NL,657,,,79,161,0,,
572,0.235,0.311,0.329,1974,NYM,NL,646,,,71,162,0,,
671,0.263,0.324,0.368,1974,NYY,AL,623,,,89,162,0,,
689,0.247,0.321,0.373,1974,OAK,AL,551,,,90,162,1,3.0,1.0
676,0.261,0.32,0.373,1974,PHI,NL,701,,,80,162,0,,
751,0.274,0.335,0.391,1974,PIT,NL,657,,,88,162,1,4.0,3.0
541,0.229,0.302,0.33,1974,SDP,NL,830,,,60,162,0,,
634,0.252,0.322,0.358,1974,SFG,NL,723,,,72,162,0,,
677,0.265,0.331,0.365,1974,STL,NL,643,,,86,161,0,,
690,0.272,0.336,0.377,1974,TEX,AL,698,,,83,161,0,,
799,0.266,0.339,0.427,1973,ATL,NL,774,,,76,162,0,,
754,0.266,0.345,0.389,1973,BAL,AL,561,,,97,162,1,2.0,3.0
738,0.267,0.338,0.401,1973,BOS,AL,647,,,89,162,0,,
629,0.253,0.318,0.348,1973,CAL,AL,657,,,79,162,0,,
614,0.247,0.32,0.357,1973,CHC,NL,655,,,77,161,0,,
652,0.256,0.324,0.372,1973,CHW,AL,705,,,77,162,0,,
741,0.254,0.332,0.383,1973,CIN,NL,621,,,99,162,1,1.0,3.0
680,0.256,0.315,0.387,1973,CLE,AL,826,,,71,162,0,,
642,0.254,0.32,0.39,1973,DET,AL,674,,,85,162,0,,
681,0.251,0.312,0.376,1973,HOU,NL,672,,,82,162,0,,
755,0.261,0.339,0.381,1973,KCR,AL,752,,,88,162,0,,
675,0.263,0.323,0.371,1973,LAD,NL,565,,,95,162,0,,
708,0.253,0.325,0.388,1973,MIL,AL,731,,,74,162,0,,
738,0.27,0.342,0.393,1973,MIN,AL,692,,,81,162,0,,
668,0.251,0.34,0.364,1973,MON,NL,702,,,79,162,0,,
608,0.246,0.315,0.338,1973,NYM,NL,588,,,82,161,1,4.0,2.0
641,0.261,0.322,0.378,1973,NYY,AL,610,,,80,162,0,,
758,0.26,0.333,0.389,1973,OAK,AL,615,,,94,162,1,3.0,1.0
642,0.249,0.31,0.371,1973,PHI,NL,717,,,71,162,0,,
704,0.261,0.315,0.405,1973,PIT,NL,693,,,80,162,0,,
548,0.244,0.296,0.351,1973,SDP,NL,770,,,60,162,0,,
739,0.262,0.335,0.407,1973,SFG,NL,702,,,88,162,0,,
643,0.259,0.325,0.357,1973,STL,NL,603,,,81,162,0,,
619,0.255,0.318,0.361,1973,TEX,AL,844,,,57,162,0,,
643,0.257,0.312,0.385,1971,ATL,NL,699,,,82,162,0,,
742,0.261,0.347,0.398,1971,BAL,AL,530,,,101,158,1,1.0,2.0
691,0.252,0.322,0.397,1971,BOS,AL,667,,,85,162,0,,
511,0.231,0.29,0.329,1971,CAL,AL,576,,,76,162,0,,
637,0.258,0.325,0.378,1971,CHC,NL,648,,,83,162,0,,
617,0.25,0.325,0.373,1971,CHW,AL,597,,,79,162,0,,
586,0.241,0.3,0.366,1971,CIN,NL,581,,,79,162,0,,
543,0.238,0.3,0.342,1971,CLE,AL,747,,,60,162,0,,
701,0.254,0.325,0.405,1971,DET,AL,645,,,91,162,0,,
585,0.24,0.302,0.34,1971,HOU,NL,567,,,79,162,0,,
603,0.25,0.313,0.353,1971,KCR,AL,566,,,85,161,0,,
663,0.266,0.325,0.37,1971,LAD,NL,587,,,89,162,0,,
534,0.229,0.304,0.329,1971,MIL,AL,609,,,69,161,0,,
654,0.26,0.323,0.372,1971,MIN,AL,670,,,74,160,0,,
622,0.246,0.322,0.343,1971,MON,NL,729,,,71,162,0,,
588,0.249,0.319,0.351,1971,NYM,NL,550,,,83,162,0,,
648,0.254,0.328,0.36,1971,NYY,AL,641,,,81,162,0,,
691,0.252,0.321,0.384,1971,OAK,AL,564,,,101,161,1,1.0,3.0
558,0.233,0.298,0.35,1971,PHI,NL,688,,,67,162,0,,
788,0.274,0.33,0.416,1971,PIT,NL,599,,,97,162,1,2.0,1.0
486,0.233,0.293,0.332,1971,SDP,NL,610,,,61,161,0,,
706,0.247,0.329,0.378,1971,SFG,NL,644,,,90,162,1,3.0,3.0
739,0.275,0.338,0.385,1971,STL,NL,699,,,90,163,0,,
537,0.23,0.307,0.326,1971,WSA,AL,660,,,63,159,0,,
736,0.27,0.334,0.404,1970,ATL,NL,772,,,76,162,0,,
792,0.257,0.344,0.401,1970,BAL,AL,574,,,108,162,1,1.0,1.0
786,0.262,0.335,0.428,1970,BOS,AL,722,,,87,162,0,,
631,0.251,0.309,0.363,1970,CAL,AL,630,,,86,162,0,,
806,0.259,0.333,0.415,1970,CHC,NL,679,,,84,162,0,,
633,0.253,0.315,0.362,1970,CHW,AL,822,,,56,162,0,,
775,0.27,0.336,0.436,1970,CIN,NL,681,,,102,162,1,2.0,2.0
649,0.249,0.314,0.394,1970,CLE,AL,675,,,76,162,0,,
666,0.238,0.322,0.374,1970,DET,AL,731,,,79,162,0,,
744,0.259,0.332,0.391,1970,HOU,NL,763,,,79,162,0,,
611,0.244,0.309,0.348,1970,KCR,AL,705,,,65,162,0,,
749,0.27,0.334,0.382,1970,LAD,NL,684,,,87,161,0,,
613,0.242,0.319,0.358,1970,MIL,AL,751,,,65,163,0,,
744,0.262,0.327,0.403,1970,MIN,AL,605,,,98,162,1,3.0,3.0
687,0.237,0.323,0.365,1970,MON,NL,807,,,73,162,0,,
695,0.249,0.333,0.37,1970,NYM,NL,630,,,83,162,0,,
680,0.251,0.324,0.365,1970,NYY,AL,612,,,93,163,0,,
678,0.249,0.325,0.392,1970,OAK,AL,593,,,89,162,0,,
594,0.238,0.305,0.356,1970,PHI,NL,730,,,73,161,0,,
729,0.27,0.325,0.406,1970,PIT,NL,664,,,89,162,1,4.0,3.0
681,0.246,0.312,0.391,1970,SDP,NL,788,,,63,162,0,,
831,0.262,0.351,0.409,1970,SFG,NL,826,,,86,162,0,,
744,0.263,0.331,0.379,1970,STL,NL,747,,,76,162,0,,
626,0.238,0.321,0.358,1970,WSA,AL,689,,,70,162,0,,
691,0.258,0.321,0.38,1969,ATL,NL,631,,,93,162,1,4.0,3.0
779,0.265,0.343,0.414,1969,BAL,AL,517,,,109,162,1,1.0,2.0
743,0.251,0.333,0.415,1969,BOS,AL,736,,,87,162,0,,
528,0.23,0.3,0.319,1969,CAL,AL,652,,,71,163,0,,
720,0.253,0.323,0.384,1969,CHC,NL,611,,,92,163,0,,
625,0.247,0.32,0.357,1969,CHW,AL,723,,,68,162,0,,
798,0.277,0.335,0.422,1969,CIN,NL,768,,,89,163,0,,
573,0.237,0.307,0.345,1969,CLE,AL,717,,,62,161,0,,
701,0.242,0.316,0.387,1969,DET,AL,601,,,90,162,0,,
676,0.24,0.33,0.352,1969,HOU,NL,668,,,81,162,0,,
586,0.24,0.309,0.338,1969,KCR,AL,688,,,69,163,0,,
645,0.254,0.315,0.359,1969,LAD,NL,561,,,85,162,0,,
790,0.268,0.34,0.408,1969,MIN,AL,618,,,97,162,1,3.0,3.0
582,0.24,0.31,0.359,1969,MON,NL,791,,,52,162,0,,
632,0.242,0.311,0.351,1969,NYM,NL,541,,,100,162,1,2.0,1.0
562,0.235,0.308,0.344,1969,NYY,AL,587,,,80,162,0,,
740,0.249,0.329,0.376,1969,OAK,AL,678,,,88,162,0,,
645,0.241,0.312,0.372,1969,PHI,NL,745,,,63,162,0,,
725,0.277,0.334,0.398,1969,PIT,NL,652,,,88,162,0,,
468,0.225,0.285,0.329,1969,SDP,NL,746,,,52,162,0,,
639,0.234,0.316,0.346,1969,SEP,AL,799,,,64,163,0,,
713,0.242,0.334,0.361,1969,SFG,NL,636,,,90,162,0,,
595,0.253,0.316,0.359,1969,STL,NL,540,,,87,162,0,,
694,0.251,0.33,0.378,1969,WSA,AL,644,,,86,162,0,,
514,0.252,0.307,0.339,1968,ATL,NL,549,,,81,163,0,,
579,0.225,0.304,0.352,1968,BAL,AL,497,,,91,162,0,,
614,0.236,0.313,0.352,1968,BOS,AL,611,,,86,162,0,,
498,0.227,0.291,0.318,1968,CAL,AL,615,,,67,162,0,,
612,0.242,0.298,0.366,1968,CHC,NL,611,,,84,163,0,,
463,0.228,0.284,0.311,1968,CHW,AL,527,,,67,162,0,,
690,0.273,0.32,0.389,1968,CIN,NL,673,,,83,163,0,,
516,0.234,0.293,0.327,1968,CLE,AL,504,,,86,162,0,,
671,0.235,0.307,0.385,1968,DET,AL,492,,,103,164,1,1.0,1.0
510,0.231,0.298,0.317,1968,HOU,NL,588,,,72,162,0,,
470,0.23,0.289,0.319,1968,LAD,NL,509,,,76,162,0,,
562,0.237,0.299,0.35,1968,MIN,AL,546,,,79,162,0,,
473,0.228,0.281,0.315,1968,NYM,NL,499,,,73,163,0,,
536,0.214,0.292,0.318,1968,NYY,AL,531,,,83,164,0,,
569,0.24,0.304,0.343,1968,OAK,AL,544,,,82,163,0,,
543,0.233,0.294,0.333,1968,PHI,NL,615,,,76,162,0,,
583,0.252,0.306,0.343,1968,PIT,NL,532,,,80,163,0,,
599,0.239,0.307,0.341,1968,SFG,NL,529,,,88,163,0,,
583,0.249,0.298,0.346,1968,STL,NL,472,,,97,162,1,2.0,2.0
524,0.224,0.287,0.336,1968,WSA,AL,665,,,65,161,0,,
631,0.24,0.307,0.372,1967,ATL,NL,640,,,77,162,0,,
654,0.24,0.31,0.372,1967,BAL,AL,592,,,76,161,0,,
722,0.255,0.321,0.395,1967,BOS,AL,614,,,92,162,1,2.0,2.0
567,0.238,0.301,0.349,1967,CAL,AL,587,,,84,161,0,,
702,0.251,0.316,0.378,1967,CHC,NL,624,,,87,162,0,,
531,0.225,0.291,0.32,1967,CHW,AL,491,,,89,162,0,,
604,0.248,0.297,0.372,1967,CIN,NL,563,,,87,162,0,,
559,0.235,0.293,0.359,1967,CLE,AL,613,,,75,162,0,,
683,0.243,0.325,0.376,1967,DET,AL,587,,,91,163,0,,
626,0.249,0.317,0.364,1967,HOU,NL,742,,,69,162,0,,
533,0.233,0.296,0.33,1967,KCA,AL,660,,,62,161,0,,
519,0.236,0.301,0.332,1967,LAD,NL,595,,,73,162,0,,
671,0.24,0.309,0.369,1967,MIN,AL,590,,,91,164,0,,
498,0.238,0.288,0.325,1967,NYM,NL,672,,,61,162,0,,
522,0.225,0.296,0.317,1967,NYY,AL,621,,,72,163,0,,
612,0.242,0.313,0.357,1967,PHI,NL,581,,,82,162,0,,
679,0.277,0.324,0.38,1967,PIT,NL,693,,,81,163,0,,
652,0.245,0.313,0.372,1967,SFG,NL,551,,,91,162,0,,
695,0.263,0.32,0.379,1967,STL,NL,557,,,101,161,1,1.0,1.0
550,0.223,0.288,0.326,1967,WSA,AL,637,,,76,161,0,,
782,0.263,0.326,0.424,1966,ATL,NL,683,,,85,163,0,,
755,0.258,0.324,0.409,1966,BAL,AL,601,,,97,160,1,1.0,1.0
655,0.24,0.31,0.376,1966,BOS,AL,731,,,72,162,0,,
604,0.232,0.303,0.354,1966,CAL,AL,643,,,80,162,0,,
644,0.254,0.313,0.38,1966,CHC,NL,809,,,59,162,0,,
574,0.231,0.297,0.331,1966,CHW,AL,517,,,83,163,0,,
692,0.26,0.309,0.395,1966,CIN,NL,702,,,76,160,0,,
574,0.237,0.297,0.36,1966,CLE,AL,586,,,81,162,0,,
719,0.251,0.321,0.406,1966,DET,AL,698,,,88,162,0,,
612,0.255,0.318,0.365,1966,HOU,NL,695,,,72,163,0,,
564,0.236,0.294,0.337,1966,KCA,AL,648,,,74,160,0,,
606,0.256,0.314,0.362,1966,LAD,NL,490,,,95,162,1,2.0,2.0
663,0.249,0.316,0.382,1966,MIN,AL,581,,,89,162,0,,
587,0.239,0.301,0.342,1966,NYM,NL,761,,,66,161,0,,
611,0.235,0.299,0.374,1966,NYY,AL,612,,,70,160,0,,
696,0.258,0.322,0.378,1966,PHI,NL,640,,,87,162,0,,
759,0.279,0.329,0.428,1966,PIT,NL,641,,,92,162,0,,
675,0.248,0.303,0.392,1966,SFG,NL,626,,,93,161,0,,
571,0.251,0.298,0.368,1966,STL,NL,577,,,83,162,0,,
557,0.234,0.295,0.355,1966,WSA,AL,659,,,71,159,0,,
641,0.238,0.307,0.363,1965,BAL,AL,578,,,94,162,0,,
669,0.251,0.327,0.4,1965,BOS,AL,791,,,62,162,0,,
527,0.239,0.297,0.341,1965,CAL,AL,569,,,75,162,0,,
635,0.238,0.307,0.358,1965,CHC,NL,723,,,72,164,0,,
647,0.246,0.315,0.364,1965,CHW,AL,555,,,95,162,0,,
825,0.273,0.339,0.439,1965,CIN,NL,704,,,89,162,0,,
663,0.25,0.315,0.379,1965,CLE,AL,613,,,87,162,0,,
680,0.238,0.312,0.374,1965,DET,AL,602,,,89,162,0,,
569,0.237,0.305,0.34,1965,HOU,NL,711,,,65,162,0,,
585,0.24,0.309,0.358,1965,KCA,AL,755,,,59,162,0,,
608,0.245,0.312,0.335,1965,LAD,NL,521,,,97,162,1,2.0,1.0
774,0.254,0.324,0.399,1965,MIN,AL,600,,,102,162,1,1.0,2.0
708,0.256,0.31,0.416,1965,MLN,NL,633,,,86,162,0,,
495,0.221,0.277,0.327,1965,NYM,NL,752,,,50,164,0,,
611,0.235,0.299,0.364,1965,NYY,AL,604,,,77,162,0,,
654,0.25,0.313,0.384,1965,PHI,NL,667,,,85,162,0,,
675,0.265,0.317,0.382,1965,PIT,NL,580,,,90,163,0,,
682,0.252,0.313,0.385,1965,SFG,NL,593,,,95,163,0,,
707,0.254,0.314,0.371,1965,STL,NL,674,,,80,162,0,,
591,0.228,0.304,0.35,1965,WSA,AL,721,,,70,162,0,,
679,0.248,0.316,0.387,1964,BAL,AL,567,,,97,163,0,,
688,0.258,0.322,0.416,1964,BOS,AL,793,,,72,162,0,,
649,0.251,0.314,0.39,1964,CHC,NL,724,,,76,162,0,,
642,0.247,0.32,0.353,1964,CHW,AL,501,,,98,162,0,,
660,0.249,0.308,0.372,1964,CIN,NL,566,,,92,163,0,,
689,0.247,0.312,0.38,1964,CLE,AL,693,,,79,164,0,,
699,0.253,0.319,0.395,1964,DET,AL,678,,,85,163,0,,
495,0.229,0.285,0.315,1964,HOU,NL,628,,,66,162,0,,
621,0.239,0.311,0.379,1964,KCA,AL,836,,,57,163,0,,
544,0.242,0.304,0.344,1964,LAA,AL,551,,,82,162,0,,
614,0.25,0.305,0.34,1964,LAD,NL,572,,,80,164,0,,
737,0.252,0.322,0.427,1964,MIN,AL,678,,,79,163,0,,
803,0.272,0.333,0.418,1964,MLN,NL,744,,,88,162,0,,
569,0.246,0.296,0.348,1964,NYM,NL,776,,,53,163,0,,
730,0.253,0.317,0.387,1964,NYY,AL,577,,,99,164,1,1.0,2.0
693,0.258,0.315,0.391,1964,PHI,NL,632,,,92,162,0,,
663,0.264,0.315,0.389,1964,PIT,NL,636,,,80,162,0,,
656,0.246,0.31,0.382,1964,SFG,NL,587,,,90,162,0,,
715,0.272,0.324,0.392,1964,STL,NL,652,,,93,162,1,2.0,1.0
578,0.231,0.299,0.348,1964,WSA,AL,733,,,62,162,0,,
644,0.249,0.31,0.38,1963,BAL,AL,621,,,86,162,0,,
666,0.252,0.312,0.4,1963,BOS,AL,704,,,76,161,0,,
570,0.238,0.297,0.363,1963,CHC,NL,578,,,82,162,0,,
683,0.25,0.323,0.365,1963,CHW,AL,544,,,94,162,0,,
648,0.246,0.31,0.371,1963,CIN,NL,594,,,86,162,0,,
635,0.239,0.301,0.381,1963,CLE,AL,702,,,79,162,0,,
700,0.252,0.327,0.382,1963,DET,AL,703,,,79,162,0,,
464,0.22,0.283,0.301,1963,HOU,NL,640,,,66,162,0,,
615,0.247,0.313,0.353,1963,KCA,AL,704,,,73,162,0,,
597,0.25,0.309,0.354,1963,LAA,AL,660,,,70,161,0,,
640,0.251,0.309,0.357,1963,LAD,NL,550,,,99,163,1,2.0,1.0
767,0.255,0.325,0.43,1963,MIN,AL,602,,,91,161,0,,
677,0.244,0.312,0.37,1963,MLN,NL,603,,,84,163,0,,
501,0.219,0.285,0.315,1963,NYM,NL,774,,,51,162,0,,
714,0.252,0.309,0.403,1963,NYY,AL,547,,,104,161,1,1.0,2.0
642,0.252,0.306,0.381,1963,PHI,NL,578,,,87,162,0,,
567,0.25,0.309,0.359,1963,PIT,NL,595,,,74,162,0,,
725,0.258,0.316,0.414,1963,SFG,NL,641,,,88,162,0,,
747,0.271,0.326,0.403,1963,STL,NL,628,,,93,162,0,,
578,0.227,0.293,0.351,1963,WSA,AL,812,,,56,162,0,,
652,0.248,0.314,0.387,1962,BAL,AL,680,,,77,162,0,,
707,0.258,0.324,0.403,1962,BOS,AL,756,,,76,160,0,,
632,0.253,0.317,0.377,1962,CHC,NL,827,,,59,162,0,,
707,0.257,0.334,0.372,1962,CHW,AL,658,,,85,162,0,,
802,0.27,0.332,0.417,1962,CIN,NL,685,,,98,162,0,,
682,0.245,0.312,0.388,1962,CLE,AL,745,,,80,162,0,,
758,0.248,0.33,0.411,1962,DET,AL,692,,,85,161,0,,
592,0.246,0.31,0.351,1962,HOU,NL,717,,,64,162,0,,
745,0.263,0.332,0.386,1962,KCA,AL,837,,,72,162,0,,
718,0.25,0.325,0.38,1962,LAA,AL,706,,,86,162,0,,
842,0.268,0.337,0.4,1962,LAD,NL,697,,,102,165,0,,
798,0.26,0.338,0.412,1962,MIN,AL,713,,,91,163,0,,
730,0.252,0.326,0.403,1962,MLN,NL,665,,,86,162,0,,
617,0.24,0.318,0.361,1962,NYM,NL,948,,,40,161,0,,
817,0.267,0.337,0.426,1962,NYY,AL,680,,,96,162,1,2.0,1.0
705,0.26,0.33,0.39,1962,PHI,NL,759,,,81,161,0,,
706,0.268,0.321,0.394,1962,PIT,NL,626,,,93,161,0,,
878,0.278,0.341,0.441,1962,SFG,NL,690,,,103,165,1,1.0,2.0
774,0.271,0.335,0.394,1962,STL,NL,664,,,84,163,0,,
599,0.25,0.308,0.373,1962,WSA,AL,716,,,60,162,0,,